/mnt/c/Users/h_kis/Desktop/B-Free-master/Program/bfree_x86_64/kernel/gpu_backend.c,200,gpu_backend,    return TK2GPU_ENOSYS;
/mnt/c/Users/h_kis/Desktop/B-Free-master/Program/bfree_x86_64/kernel/gpu_backend.c,348,gpu_backend,    return TK2GPU_ENOSYS;
/mnt/c/Users/h_kis/Desktop/B-Free-master/Program/bfree_x86_64/kernel/gpu_backend.c,458,gpu_backend,        return state->ops->wait_vblank ? state->ops->wait_vblank() : TK2GPU_ENOSYS;
/mnt/c/Users/h_kis/Desktop/B-Free-master/Program/bfree_x86_64/kernel/gpu_backend.c,463,gpu_backend,        return state->ops->page_flip ? state->ops->page_flip(((tk2gpu_buffer_t*)arg)->handle) : TK2GPU_ENOSYS;
/mnt/c/Users/h_kis/Desktop/B-Free-master/Program/bfree_x86_64/kernel/gpu_backend.c,472,gpu_backend,            if (slot == 0) return TK2GPU_ENOSYS;
/mnt/c/Users/h_kis/Desktop/B-Free-master/Program/bfree_x86_64/kernel/gpu_backend.c,476,gpu_backend,            if (slot->offset + buf_size > state->fbinfo.size) return TK2GPU_ENOSYS;
/mnt/c/Users/h_kis/Desktop/B-Free-master/Program/bfree_x86_64/kernel/gpu_backend.c,492,gpu_backend,        return TK2GPU_ENOSYS;
/mnt/c/Users/h_kis/Desktop/B-Free-master/Program/bfree_x86_64/kernel/gpu_backend.c,510,gpu_backend,        return TK2GPU_ENOSYS;
/mnt/c/Users/h_kis/Desktop/B-Free-master/Program/bfree_x86_64/kernel/gpu_backend.c,514,gpu_backend,        return TK2GPU_ENOSYS;
/mnt/c/Users/h_kis/Desktop/B-Free-master/Program/bfree_x86_64/kernel/gpu_backend.c,531,gpu_backend,        return TK2GPU_ENOSYS;
/mnt/c/Users/h_kis/Desktop/B-Free-master/Program/bfree_x86_64/kernel/gpu_backend.c,533,gpu_backend,    return TK2GPU_ENOSYS;
/mnt/c/Users/h_kis/Desktop/B-Free-master/Program/bfree_x86_64/kernel/gpu_backend.h,21,(internal),#define TK2GPU_ENOSYS     -38
/mnt/c/Users/h_kis/Desktop/B-Free-master/Program/bfree_x86_64/kernel/runtime_link_stubs.c,45,runtime_link_stubs,    return TK2GPU_ENOSYS;
/mnt/c/Users/h_kis/Desktop/B-Free-master/Program/bfree_x86_64/kernel/sysmain/posix.c,32,posix,// 未実装APIのENOSYS返却例
/mnt/c/Users/h_kis/Desktop/B-Free-master/Program/bfree_x86_64/kernel/sysmain/posix.c,37,posix,// 必要に応じて他APIも同様にラッパ・ENOSYS返却を追加
/mnt/c/Users/h_kis/Desktop/B-Free-master/Program/bfree_x86_64/kernel/sysmain/posix.c,4,posix,// * システムコールラッパ本体・ABI/アラインメント・ENOSYS返却を明示
/mnt/c/Users/h_kis/Desktop/B-Free-master/Program/bfree_x86_64/kernel/sysmain/syscall.c,191,syscall,    return -38; // -ENOSYS: ホスト側でフォールバックするよう通知
/mnt/c/Users/h_kis/Desktop/B-Free-master/Program/bfree_x86_64/kernel/sysmain/syscall.c,209,syscall,        return -38; // -ENOSYS
/mnt/c/Users/h_kis/Desktop/B-Free-master/Program/bfree_x86_64/kernel/sysmain/syscall.c,275,syscall,    return -38; // -ENOSYS
/mnt/c/Users/h_kis/Desktop/B-Free-master/Program/bfree_x86_64/kernel/sysmain/syscall.c,282,syscall,    return -38; // -ENOSYS
/mnt/c/Users/h_kis/Desktop/B-Free-master/Program/bfree_x86_64/userland/libc/API_NAME.c,1,API_NAME,// 例: ENOSYSスタブ
/mnt/c/Users/h_kis/Desktop/B-Free-master/Program/bfree_x86_64/userland/libc/API_NAME.c,5,API_NAME,    errno = ENOSYS;
/mnt/c/Users/h_kis/Desktop/B-Free-master/Program/bfree_x86_64/userland/libc/bfree_demo_stubs.c,130,demo_stubs,    errno = ENOSYS;
/mnt/c/Users/h_kis/Desktop/B-Free-master/Program/bfree_x86_64/userland/libc/bfree_demo_stubs.c,149,demo_stubs,    errno = ENOSYS;
/mnt/c/Users/h_kis/Desktop/B-Free-master/Program/bfree_x86_64/userland/libc/bfree_demo_stubs.c,170,demo_stubs,    errno = ENOSYS;
/mnt/c/Users/h_kis/Desktop/B-Free-master/Program/bfree_x86_64/userland/libc/bfree_posix/accept.c,23,accept,            errno = ENOSYS;
/mnt/c/Users/h_kis/Desktop/B-Free-master/Program/bfree_x86_64/userland/libc/bfree_posix/access.c,17,access,    if (errno != ENOSYS) {
/mnt/c/Users/h_kis/Desktop/B-Free-master/Program/bfree_x86_64/userland/libc/bfree_posix/access.c,28,access,    if (errno != ENOSYS) {
/mnt/c/Users/h_kis/Desktop/B-Free-master/Program/bfree_x86_64/userland/libc/bfree_posix/access.c,42,access,    errno = ENOSYS;
/mnt/c/Users/h_kis/Desktop/B-Free-master/Program/bfree_x86_64/userland/libc/bfree_posix/bind.c,25,bind,        errno = ENOSYS;
/mnt/c/Users/h_kis/Desktop/B-Free-master/Program/bfree_x86_64/userland/libc/bfree_posix/btron_thread_host.c,1005,btron_thread_host,	errno = ENOSYS;
/mnt/c/Users/h_kis/Desktop/B-Free-master/Program/bfree_x86_64/userland/libc/bfree_posix/btron_thread_host.c,1013,btron_thread_host,	errno = ENOSYS;
/mnt/c/Users/h_kis/Desktop/B-Free-master/Program/bfree_x86_64/userland/libc/bfree_posix/btron_thread_host.c,1020,btron_thread_host,	errno = ENOSYS;
/mnt/c/Users/h_kis/Desktop/B-Free-master/Program/bfree_x86_64/userland/libc/bfree_posix/btron_thread_host.c,1027,btron_thread_host,	errno = ENOSYS;
/mnt/c/Users/h_kis/Desktop/B-Free-master/Program/bfree_x86_64/userland/libc/bfree_posix/btron_thread_host.c,1034,btron_thread_host,	errno = ENOSYS;
/mnt/c/Users/h_kis/Desktop/B-Free-master/Program/bfree_x86_64/userland/libc/bfree_posix/btron_thread_host.c,1041,btron_thread_host,	errno = ENOSYS;
